id_cliente,nombre,fecha_de_nacimiento,cedula,telefono,direccion,correo,historial_crediticio,capacidad_endeudamiento
39,Cliente_39,1989-09-14,73123515,3816014770,Calle 81 #32-30,cliente39@email.com,Excelente,197140837
40,Cliente_40,1999-02-04,12601580,3110090412,Calle 97 #37-49,cliente40@email.com,Regular,56698644
41,Cliente_41,1975-01-07,82399599,3963968184,Calle 75 #29-44,cliente41@email.com,Bueno,245723857
42,Cliente_42,1990-07-20,16990811,3599561877,Calle 73 #42-41,cliente42@email.com,Bueno,73021142
43,Cliente_43,1972-11-17,56970882,3408842146,Calle 80 #21-41,cliente43@email.com,Bueno,137209446
44,Cliente_44,1998-04-20,40094589,3827579147,Calle 41 #10-29,cliente44@email.com,Excelente,122677482
45,Cliente_45,2005-12-28,97260863,3686905284,Calle 9 #31-29,cliente45@email.com,Bueno,198243498
46,Cliente_46,1994-01-08,19209801,3269625036,Calle 81 #20-18,cliente46@email.com,Bueno,239870442
47,Cliente_47,1975-12-09,97477029,3179308612,Calle 76 #4-23,cliente47@email.com,Bueno,99110703
48,Cliente_48,1988-12-05,15403355,3574303740,Calle 65 #5-20,cliente48@email.com,Excelente,84751201
49,Cliente_49,1998-03-26,14164775,3471048258,Calle 60 #29-3,cliente49@email.com,Excelente,120928083
50,Cliente_50,1989-01-28,43189803,3730900313,Calle 8 #24-19,cliente50@email.com,Regular,121101526
51,Cliente_51,2014-10-15,36757737,3421214426,Calle 10 #42-6,cliente51@email.com,Regular,41867494
52,Cliente_52,2005-06-30,12735359,3786055206,Calle 79 #39-33,cliente52@email.com,Regular,198342625
53,Cliente_53,2011-03-02,93394260,3555598254,Calle 50 #30-38,cliente53@email.com,Regular,295766076
54,Cliente_54,1982-10-26,30452412,3841218491,Calle 71 #48-3,cliente54@email.com,Bueno,160906371
55,Cliente_55,1993-10-06,42016960,3368540924,Calle 58 #37-42,cliente55@email.com,Regular,299249162
56,Cliente_56,1982-07-12,26941092,3590523712,Calle 25 #21-39,cliente56@email.com,Regular,100396909
57,Cliente_57,1992-02-16,73560289,3424400672,Calle 61 #33-10,cliente57@email.com,Regular,183760208
58,Cliente_58,2018-05-10,99853245,3313907621,Calle 8 #29-7,cliente58@email.com,Excelente,167107057
59,Cliente_59,1993-07-28,25353091,3513061224,Calle 44 #46-6,cliente59@email.com,Bueno,165334600
60,Cliente_60,2008-06-08,85694715,3618840705,Calle 65 #42-12,cliente60@email.com,Excelente,153528713
61,Cliente_61,2005-10-31,39254705,3214518079,Calle 6 #16-46,cliente61@email.com,Bueno,286174443
62,Cliente_62,2002-06-23,72415804,3354697684,Calle 57 #29-34,cliente62@email.com,Regular,61123621
63,Cliente_63,1989-09-04,44392446,3509486794,Calle 67 #40-11,cliente63@email.com,Excelente,82793738
64,Cliente_64,1982-05-30,59512272,3714097318,Calle 47 #24-19,cliente64@email.com,Bueno,230974037
65,Cliente_65,2015-09-18,32520277,3485429460,Calle 50 #27-50,cliente65@email.com,Excelente,41828866
66,Cliente_66,2014-04-11,91321540,3717199615,Calle 44 #44-39,cliente66@email.com,Excelente,158886938
67,Cliente_67,1978-02-26,91503378,3417690559,Calle 7 #41-42,cliente67@email.com,Bueno,78122564
68,Cliente_68,1974-03-24,25372341,3850845198,Calle 43 #5-22,cliente68@email.com,Bueno,81237861
69,Cliente_69,1979-11-02,31980274,3417001612,Calle 13 #36-44,cliente69@email.com,Regular,144044449
70,Cliente_70,1983-09-18,51746937,3123557463,Calle 50 #19-17,cliente70@email.com,Regular,88513851
71,Cliente_71,1984-05-09,24508768,3991246046,Calle 93 #43-39,cliente71@email.com,Regular,182924354
72,Cliente_72,2007-11-16,87669750,3806768884,Calle 20 #22-6,cliente72@email.com,Excelente,142904937
73,Cliente_73,1975-09-13,13446499,3524993183,Calle 75 #43-10,cliente73@email.com,Regular,220829608
74,Cliente_74,2004-07-09,51870192,3394721069,Calle 45 #20-42,cliente74@email.com,Bueno,272776155
75,Cliente_75,2004-03-27,87282128,3108695125,Calle 90 #43-26,cliente75@email.com,Excelente,86327815
76,Cliente_76,2011-12-29,60372847,3707661655,Calle 17 #39-46,cliente76@email.com,Bueno,154266420
77,Cliente_77,2017-06-21,63238057,3836371599,Calle 11 #20-36,cliente77@email.com,Excelente,232385402
78,Cliente_78,1992-07-22,36619372,3935705734,Calle 49 #42-22,cliente78@email.com,Bueno,211419110
79,Cliente_79,1971-01-12,20200074,3899582079,Calle 17 #43-45,cliente79@email.com,Bueno,252661210
80,Cliente_80,1980-04-11,89470029,3152660856,Calle 95 #44-34,cliente80@email.com,Regular,50542490
81,Cliente_81,2018-03-05,94187049,3751124015,Calle 12 #42-43,cliente81@email.com,Regular,59979883
82,Cliente_82,1993-12-09,42594692,3900122509,Calle 55 #33-24,cliente82@email.com,Excelente,226278862
83,Cliente_83,2000-07-08,23676961,3633356861,Calle 3 #24-20,cliente83@email.com,Regular,286817874
84,Cliente_84,1980-01-04,50477742,3994253959,Calle 24 #14-22,cliente84@email.com,Excelente,159371279
85,Cliente_85,1996-05-01,90585882,3407298630,Calle 99 #32-13,cliente85@email.com,Bueno,208143577
86,Cliente_86,2009-01-02,26247735,3932945529,Calle 29 #9-10,cliente86@email.com,Excelente,254112864
87,Cliente_87,1984-03-10,85958181,3957769526,Calle 10 #19-7,cliente87@email.com,Bueno,272016886
88,Cliente_88,2010-09-15,15512205,3347087743,Calle 65 #50-35,cliente88@email.com,Bueno,185712092
89,Cliente_89,1970-04-17,56600900,3751831074,Calle 95 #34-3,cliente89@email.com,Bueno,11327724
90,Cliente_90,1993-08-18,81503856,3961067882,Calle 85 #22-50,cliente90@email.com,Excelente,60005047
91,Cliente_91,2014-11-29,67495923,3478301747,Calle 80 #9-39,cliente91@email.com,Excelente,256128069
92,Cliente_92,1986-01-11,98787891,3335154329,Calle 49 #10-11,cliente92@email.com,Regular,202319363
93,Cliente_93,2015-07-19,59737181,3783563240,Calle 24 #45-50,cliente93@email.com,Regular,44000401
94,Cliente_94,1979-07-19,19255216,3304152670,Calle 80 #11-47,cliente94@email.com,Bueno,296916951
95,Cliente_95,1996-10-10,77908907,3766676815,Calle 57 #3-27,cliente95@email.com,Bueno,223522082
96,Cliente_96,2015-07-19,96911784,3369108475,Calle 47 #44-47,cliente96@email.com,Excelente,126946553
97,Cliente_97,1987-11-05,55799273,3827744047,Calle 31 #29-40,cliente97@email.com,Regular,240662883
98,Cliente_98,1983-09-18,11698142,3911294971,Calle 37 #49-48,cliente98@email.com,Excelente,123736889
99,Cliente_99,2003-07-19,66379329,3874090950,Calle 58 #15-35,cliente99@email.com,Excelente,275598064
100,Cliente_100,1984-06-29,75793759,3924065468,Calle 31 #20-31,cliente100@email.com,Excelente,154169616
101,Cliente_101,2018-05-23,24165187,3807790785,Calle 25 #24-44,cliente101@email.com,Bueno,183336904
102,Cliente_102,2017-07-31,68186525,3831062591,Calle 74 #29-30,cliente102@email.com,Bueno,162252875
103,Cliente_103,1970-01-19,58612055,3246865585,Calle 99 #19-50,cliente103@email.com,Regular,191330918
104,Cliente_104,1999-01-30,95306788,3774576271,Calle 49 #33-34,cliente104@email.com,Bueno,80112252
105,Cliente_105,2013-11-01,71705170,3204328975,Calle 54 #11-13,cliente105@email.com,Bueno,270563803
106,Cliente_106,1971-10-01,30534124,3773728014,Calle 78 #9-17,cliente106@email.com,Excelente,194543803
107,Cliente_107,1980-01-14,68450095,3794002948,Calle 7 #42-31,cliente107@email.com,Bueno,35989524
108,Cliente_108,2002-07-26,33640702,3142329671,Calle 48 #36-7,cliente108@email.com,Excelente,34665422
109,Cliente_109,1997-08-03,80027662,3431714152,Calle 92 #34-8,cliente109@email.com,Regular,63458780
110,Cliente_110,1991-06-26,97302916,3946764061,Calle 37 #6-49,cliente110@email.com,Bueno,256736080
111,Cliente_111,1975-03-14,46249845,3573330302,Calle 21 #18-29,cliente111@email.com,Regular,18740985
112,Cliente_112,1991-08-11,92666356,3135824891,Calle 66 #10-28,cliente112@email.com,Bueno,76699324
113,Cliente_113,1977-01-24,82232344,3722312633,Calle 12 #15-29,cliente113@email.com,Excelente,94816755
114,Cliente_114,1977-09-07,74893936,3491766764,Calle 45 #2-27,cliente114@email.com,Bueno,246913591
115,Cliente_115,2013-08-07,72394301,3886365312,Calle 7 #26-33,cliente115@email.com,Excelente,255091310
116,Cliente_116,1976-03-17,68461818,3241102355,Calle 48 #16-25,cliente116@email.com,Regular,10362884
117,Cliente_117,2017-10-16,89520597,3196779973,Calle 11 #24-15,cliente117@email.com,Excelente,239673001
118,Cliente_118,1981-04-13,46023439,3416872439,Calle 4 #21-7,cliente118@email.com,Excelente,118618757
119,Cliente_119,1981-07-09,53258988,3450811990,Calle 92 #42-22,cliente119@email.com,Regular,80820296
120,Cliente_120,2012-08-22,42949803,3902601465,Calle 19 #9-3,cliente120@email.com,Regular,172062810
121,Cliente_121,1984-10-24,21631697,3546143048,Calle 37 #31-45,cliente121@email.com,Excelente,95350372
122,Cliente_122,1993-10-12,47437115,3288592093,Calle 18 #49-46,cliente122@email.com,Bueno,157113079
123,Cliente_123,2017-05-04,70505620,3315601773,Calle 61 #29-40,cliente123@email.com,Excelente,60111522
124,Cliente_124,2007-12-18,42730796,3241905500,Calle 1 #6-2,cliente124@email.com,Excelente,203507273
125,Cliente_125,1989-01-01,72372114,3944511703,Calle 33 #14-10,cliente125@email.com,Bueno,144426720
126,Cliente_126,2018-05-20,86483924,3679184667,Calle 71 #47-39,cliente126@email.com,Excelente,54249185
127,Cliente_127,1988-01-18,91917334,3492836532,Calle 68 #28-8,cliente127@email.com,Excelente,209632103
128,Cliente_128,1997-12-19,99682738,3669998399,Calle 100 #19-16,cliente128@email.com,Regular,98865603
129,Cliente_129,2005-10-18,60867083,3638798023,Calle 39 #8-4,cliente129@email.com,Bueno,37803080
130,Cliente_130,2003-07-03,55150390,3392624015,Calle 31 #27-41,cliente130@email.com,Bueno,222784258
131,Cliente_131,2009-04-21,13852048,3991713190,Calle 80 #30-5,cliente131@email.com,Regular,174019024
132,Cliente_132,2016-06-07,76344695,3276678230,Calle 15 #32-39,cliente132@email.com,Bueno,135705016
133,Cliente_133,2010-07-04,53622663,3375919523,Calle 69 #2-41,cliente133@email.com,Bueno,240441605
134,Cliente_134,1980-11-09,34406132,3985503942,Calle 66 #37-16,cliente134@email.com,Regular,58962191
135,Cliente_135,1992-03-29,75437844,3617380166,Calle 92 #10-19,cliente135@email.com,Excelente,61101349
136,Cliente_136,1990-02-27,38470244,3965960427,Calle 55 #1-40,cliente136@email.com,Excelente,10583207
137,Cliente_137,1975-09-30,57623800,3416905717,Calle 46 #16-37,cliente137@email.com,Excelente,124579621
138,Cliente_138,2000-05-01,44675473,3901611993,Calle 54 #12-43,cliente138@email.com,Regular,265983655
139,Cliente_139,1971-11-21,55679506,3463692735,Calle 86 #6-34,cliente139@email.com,Regular,51843035
140,Cliente_140,1990-08-24,47535126,3963538119,Calle 47 #5-34,cliente140@email.com,Bueno,81242656
141,Cliente_141,1989-10-04,90014570,3223662532,Calle 70 #33-33,cliente141@email.com,Excelente,131435294
142,Cliente_142,1970-08-24,47080140,3602866993,Calle 71 #2-25,cliente142@email.com,Regular,288874510
143,Cliente_143,1976-05-15,84597009,3180852074,Calle 61 #3-41,cliente143@email.com,Regular,248943461
144,Cliente_144,1975-04-14,11362459,3251136695,Calle 50 #24-17,cliente144@email.com,Regular,14985892
145,Cliente_145,1990-07-16,79340535,3909763993,Calle 96 #2-23,cliente145@email.com,Bueno,14328558
146,Cliente_146,1976-01-18,35643159,3342251928,Calle 9 #23-16,cliente146@email.com,Regular,194454966
147,Cliente_147,1972-10-26,21490777,3826197069,Calle 94 #43-41,cliente147@email.com,Excelente,74743295
148,Cliente_148,1999-08-24,42394260,3877621770,Calle 14 #50-38,cliente148@email.com,Regular,236728064
149,Cliente_149,1976-05-10,64549859,3824138175,Calle 95 #49-22,cliente149@email.com,Regular,80960993
150,Cliente_150,2016-02-16,75575808,3526717340,Calle 18 #3-23,cliente150@email.com,Bueno,266463365
151,Cliente_151,1991-05-09,84514489,3963919401,Calle 70 #22-42,cliente151@email.com,Excelente,48025659
152,Cliente_152,1994-12-26,42255732,3698409868,Calle 23 #50-44,cliente152@email.com,Excelente,132914913
153,Cliente_153,2013-07-20,73900135,3492747974,Calle 60 #45-31,cliente153@email.com,Excelente,215659102
154,Cliente_154,1989-03-22,96691619,3196961971,Calle 81 #12-9,cliente154@email.com,Regular,57959257
155,Cliente_155,2018-05-18,75876924,3948988297,Calle 9 #46-50,cliente155@email.com,Bueno,64990170
156,Cliente_156,1981-11-14,70152969,3523671208,Calle 59 #3-19,cliente156@email.com,Excelente,65405903
157,Cliente_157,2012-05-28,12314351,3114945047,Calle 26 #3-13,cliente157@email.com,Regular,178229293
158,Cliente_158,1991-10-20,22489409,3383960237,Calle 6 #21-20,cliente158@email.com,Bueno,207333176
159,Cliente_159,2012-06-07,49491631,3676140134,Calle 66 #26-35,cliente159@email.com,Excelente,170661483
160,Cliente_160,2006-07-09,39742165,3232702394,Calle 61 #17-3,cliente160@email.com,Bueno,83620728
161,Cliente_161,1987-01-31,64277800,3588322781,Calle 97 #42-13,cliente161@email.com,Bueno,215471799
162,Cliente_162,1978-06-18,42655866,3495765839,Calle 37 #23-50,cliente162@email.com,Regular,81482336
163,Cliente_163,1978-09-12,51098277,3822443971,Calle 7 #42-22,cliente163@email.com,Bueno,86693656
164,Cliente_164,2008-09-02,99115205,3904245086,Calle 35 #8-24,cliente164@email.com,Regular,46728201
165,Cliente_165,2001-10-14,88055069,3821920438,Calle 56 #26-48,cliente165@email.com,Excelente,294814463
166,Cliente_166,2008-01-01,59529086,3381493671,Calle 57 #25-22,cliente166@email.com,Excelente,14549840
167,Cliente_167,2006-11-18,73519947,3727666622,Calle 24 #32-45,cliente167@email.com,Bueno,98109402
168,Cliente_168,2011-11-25,84285882,3509123009,Calle 64 #24-34,cliente168@email.com,Excelente,246276577
169,Cliente_169,1974-11-11,81259135,3983063850,Calle 35 #6-47,cliente169@email.com,Regular,198542471
170,Cliente_170,1978-10-30,56138336,3785637052,Calle 55 #6-28,cliente170@email.com,Regular,124383272
171,Cliente_171,1975-06-10,67110154,3498866784,Calle 78 #12-35,cliente171@email.com,Regular,91268367
172,Cliente_172,2006-02-14,83871890,3216335741,Calle 38 #21-7,cliente172@email.com,Bueno,231035066
173,Cliente_173,2000-06-10,54398056,3824600232,Calle 11 #21-43,cliente173@email.com,Bueno,247503028
174,Cliente_174,1979-10-21,57219209,3351064359,Calle 38 #20-29,cliente174@email.com,Bueno,126632351
175,Cliente_175,1992-04-22,70900658,3606244434,Calle 78 #46-28,cliente175@email.com,Regular,56540280
176,Cliente_176,1987-03-11,46361787,3126870011,Calle 22 #45-29,cliente176@email.com,Regular,63936799
177,Cliente_177,1987-01-24,51154241,3765233376,Calle 45 #29-3,cliente177@email.com,Regular,85168980
178,Cliente_178,2018-02-11,43742830,3702806585,Calle 94 #23-40,cliente178@email.com,Regular,76119528
179,Cliente_179,2010-04-01,40942292,3452194058,Calle 56 #18-41,cliente179@email.com,Bueno,216175561
180,Cliente_180,1982-07-30,26194158,3755070775,Calle 8 #5-43,cliente180@email.com,Bueno,198729258
181,Cliente_181,2007-11-07,35848226,3337691219,Calle 82 #26-24,cliente181@email.com,Bueno,240526327
182,Cliente_182,1986-06-18,52352128,3795411453,Calle 66 #48-44,cliente182@email.com,Bueno,178847869
183,Cliente_183,1994-12-28,26046365,3167878777,Calle 21 #2-10,cliente183@email.com,Regular,85070760
184,Cliente_184,2011-07-04,81922443,3782259766,Calle 78 #44-29,cliente184@email.com,Regular,143029299
185,Cliente_185,1992-05-30,34850391,3984607950,Calle 5 #9-5,cliente185@email.com,Excelente,158695877
186,Cliente_186,1976-10-06,35708194,3598503464,Calle 31 #50-42,cliente186@email.com,Excelente,55230686
187,Cliente_187,2009-10-03,39042654,3852775879,Calle 47 #24-25,cliente187@email.com,Excelente,143233656
188,Cliente_188,1978-10-14,74988034,3424474225,Calle 73 #3-39,cliente188@email.com,Regular,162965694
189,Cliente_189,1974-07-16,47111151,3797115550,Calle 20 #44-29,cliente189@email.com,Bueno,24401241
190,Cliente_190,2018-07-01,89133014,3538404342,Calle 48 #24-29,cliente190@email.com,Bueno,171946754
191,Cliente_191,1971-04-29,80415568,3225279834,Calle 98 #5-37,cliente191@email.com,Bueno,120297830
192,Cliente_192,1978-05-15,90099897,3250084428,Calle 18 #34-24,cliente192@email.com,Regular,287964446
193,Cliente_193,1991-03-17,47983442,3148690765,Calle 51 #21-42,cliente193@email.com,Excelente,283547847
194,Cliente_194,1984-12-02,23492385,3139956218,Calle 36 #16-8,cliente194@email.com,Bueno,111278830
195,Cliente_195,2006-06-18,36054020,3426808977,Calle 4 #48-12,cliente195@email.com,Excelente,220319725
196,Cliente_196,2013-07-27,49761527,3628951656,Calle 64 #34-25,cliente196@email.com,Excelente,168667929
197,Cliente_197,2013-03-09,40532273,3224683417,Calle 72 #8-17,cliente197@email.com,Regular,39296578
198,Cliente_198,1989-03-06,58436637,3204359116,Calle 100 #17-46,cliente198@email.com,Regular,138495261
199,Cliente_199,2005-12-24,34084236,3352114611,Calle 58 #14-40,cliente199@email.com,Bueno,275690821
200,Cliente_200,1975-04-06,50569669,3677186272,Calle 37 #45-32,cliente200@email.com,Regular,217170742
201,Cliente_201,1984-10-08,11898961,3245668163,Calle 26 #8-9,cliente201@email.com,Regular,70528792
202,Cliente_202,2004-01-01,81690398,3517305280,Calle 10 #29-12,cliente202@email.com,Regular,139429780
203,Cliente_203,1970-03-12,26989677,3587096273,Calle 92 #29-6,cliente203@email.com,Bueno,278211333
204,Cliente_204,2005-01-10,46817443,3498370582,Calle 88 #21-43,cliente204@email.com,Excelente,48124279
205,Cliente_205,1993-10-17,16109013,3819929088,Calle 45 #46-5,cliente205@email.com,Excelente,293621655
206,Cliente_206,2010-10-27,17318358,3897940629,Calle 71 #35-19,cliente206@email.com,Bueno,16478426
207,Cliente_207,1995-08-05,84270583,3847843987,Calle 39 #11-46,cliente207@email.com,Excelente,203863122
208,Cliente_208,2007-12-14,49209916,3680027275,Calle 91 #45-41,cliente208@email.com,Excelente,179904962
209,Cliente_209,2013-08-30,26948946,3550033924,Calle 23 #24-33,cliente209@email.com,Bueno,80857771
210,Cliente_210,1983-11-21,95613415,3730651895,Calle 29 #8-13,cliente210@email.com,Excelente,217682202
211,Cliente_211,1987-01-14,75884623,3897005281,Calle 18 #16-32,cliente211@email.com,Regular,235949389
212,Cliente_212,1996-08-14,23769080,3880179899,Calle 4 #24-36,cliente212@email.com,Bueno,206179322
213,Cliente_213,1989-07-13,11646234,3265917699,Calle 74 #24-30,cliente213@email.com,Bueno,102755355
214,Cliente_214,1975-04-01,87049595,3545478870,Calle 71 #9-40,cliente214@email.com,Regular,262874050
215,Cliente_215,2018-08-23,48163378,3803217037,Calle 12 #5-20,cliente215@email.com,Regular,49187196
216,Cliente_216,1975-06-21,73001391,3206323670,Calle 51 #46-47,cliente216@email.com,Regular,18960053
217,Cliente_217,1998-02-19,74251933,3995171130,Calle 62 #34-27,cliente217@email.com,Regular,46256274
218,Cliente_218,1975-02-17,69118721,3625432379,Calle 99 #27-37,cliente218@email.com,Bueno,17405289
219,Cliente_219,1974-07-02,55728776,3761051532,Calle 10 #9-21,cliente219@email.com,Bueno,150759649
220,Cliente_220,2012-10-10,34744872,3538211092,Calle 83 #5-29,cliente220@email.com,Bueno,125826111
221,Cliente_221,2015-02-11,16895666,3400368694,Calle 60 #44-34,cliente221@email.com,Regular,31381882
222,Cliente_222,2017-08-25,43887075,3135128844,Calle 45 #9-50,cliente222@email.com,Regular,42463968
223,Cliente_223,1984-02-15,74119726,3841183219,Calle 71 #41-38,cliente223@email.com,Regular,223661214
224,Cliente_224,1975-02-07,25312516,3497853519,Calle 24 #50-9,cliente224@email.com,Regular,281984496
225,Cliente_225,2015-07-24,18770247,3333291547,Calle 56 #33-4,cliente225@email.com,Regular,163806964
226,Cliente_226,1977-03-10,63782042,3576078963,Calle 16 #34-10,cliente226@email.com,Bueno,278998614
227,Cliente_227,1986-09-03,76001106,3577488537,Calle 39 #11-11,cliente227@email.com,Regular,233033352
228,Cliente_228,1976-02-24,19943140,3353524015,Calle 42 #46-15,cliente228@email.com,Regular,237405221
229,Cliente_229,1976-02-05,87446468,3489431174,Calle 45 #34-19,cliente229@email.com,Bueno,225971043
230,Cliente_230,1991-02-07,94482772,3206681214,Calle 11 #17-13,cliente230@email.com,Excelente,54253095
231,Cliente_231,2006-03-23,17195288,3836243579,Calle 82 #36-18,cliente231@email.com,Excelente,298066043
232,Cliente_232,1980-10-03,30364454,3494422907,Calle 17 #41-20,cliente232@email.com,Regular,298651522
233,Cliente_233,1992-02-02,30024960,3684615760,Calle 79 #35-6,cliente233@email.com,Excelente,91969688
234,Cliente_234,1973-07-26,85543051,3792377512,Calle 65 #42-11,cliente234@email.com,Excelente,158964359
235,Cliente_235,1977-05-10,50780112,3485123110,Calle 76 #38-10,cliente235@email.com,Bueno,54880838
236,Cliente_236,2007-08-12,21432787,3165015165,Calle 22 #43-40,cliente236@email.com,Regular,176379994
237,Cliente_237,2016-11-25,43311626,3527499187,Calle 93 #39-22,cliente237@email.com,Bueno,52424376
238,Cliente_238,1998-05-20,25898299,3396225446,Calle 73 #3-2,cliente238@email.com,Bueno,284504617
239,Cliente_239,1993-05-24,84903294,3303805386,Calle 11 #3-42,cliente239@email.com,Regular,119090821
240,Cliente_240,1988-04-29,65857931,3231167999,Calle 99 #37-17,cliente240@email.com,Bueno,93417462
241,Cliente_241,1998-03-10,91378577,3984968439,Calle 84 #14-50,cliente241@email.com,Regular,297972282
242,Cliente_242,1991-06-01,90010790,3588249062,Calle 74 #27-40,cliente242@email.com,Regular,185422730
243,Cliente_243,1993-10-30,93002706,3198433586,Calle 82 #2-32,cliente243@email.com,Excelente,219772377
244,Cliente_244,2005-07-05,40291214,3811642514,Calle 81 #35-19,cliente244@email.com,Regular,45495267
245,Cliente_245,1981-09-28,80138498,3327746886,Calle 83 #20-31,cliente245@email.com,Regular,176520977
246,Cliente_246,1996-11-30,61053474,3789024924,Calle 32 #44-26,cliente246@email.com,Regular,244873529
247,Cliente_247,2011-01-08,70467027,3786650291,Calle 39 #30-5,cliente247@email.com,Regular,138117474
248,Cliente_248,1998-05-14,69421007,3741180590,Calle 89 #4-11,cliente248@email.com,Regular,41088019
249,Cliente_249,1976-07-05,49910061,3122932394,Calle 57 #27-31,cliente249@email.com,Excelente,141254071
250,Cliente_250,1970-11-02,88990506,3154308262,Calle 60 #14-22,cliente250@email.com,Excelente,56285140
251,Cliente_251,2011-02-12,67556566,3944814262,Calle 78 #10-21,cliente251@email.com,Bueno,243261602
252,Cliente_252,1978-12-21,50987442,3458102728,Calle 92 #21-47,cliente252@email.com,Regular,72269823
253,Cliente_253,1976-07-28,86320155,3361530104,Calle 45 #26-9,cliente253@email.com,Regular,253402155
254,Cliente_254,2018-03-27,93352876,3235209737,Calle 98 #24-33,cliente254@email.com,Excelente,39543266
255,Cliente_255,1989-02-14,18083974,3945011302,Calle 72 #7-21,cliente255@email.com,Excelente,176048838
256,Cliente_256,2015-05-21,91823275,3706210987,Calle 31 #30-8,cliente256@email.com,Bueno,104299176
257,Cliente_257,1993-10-17,23318904,3320337809,Calle 35 #29-16,cliente257@email.com,Regular,74125476
258,Cliente_258,1981-11-19,37888820,3173669588,Calle 19 #7-4,cliente258@email.com,Regular,16799454
